type,file_id,original_name,datetime
photo,AgACAgIAAxkBAAMDaL7WMwe9zRDcXFtUKmSFLjfcLRUAAv76MRtB_vhJvjU5Kki1Gg8BAAMCAAN5AAM2BA,AQAD_voxG0H--El-,2025-09-09T17:28:19+03:00
